x,y,z
84.39803883806225,36.82320542969438,a
36.75083687114345,18.457002597630037,a
23.25371638265466,29.440003503906496,a
45.293994357671906,15.092449267620566,a
95.85313918941499,49.04942992932126,a
70.3636753004037,65.18236828501699,a
30.839887028556184,79.33807589259192,a
50.74511593724024,61.629591064842316,a
53.369799829416294,104.64642689230726,a
101.4241447532469,92.46435223074235,a
50.521852672003995,91.30145820939202,a
107.91491436334763,56.43113735028197,a
143.3511892236819,84.47915381568623,a
102.91293683580888,53.812410061947844,a
118.31133038594803,73.01936590920343,a
71.98995266458866,123.44984786623831,a
121.62092801583124,100.68068912384126,a
59.37987925808925,64.81752829873619,a
105.54010977754564,93.22124066257703,a
132.9511864112479,127.13504589904028,a
124.7821609726847,99.44730141137507,a
196.32823995858948,158.47662339278372,a
113.91612077624254,126.87147544051675,a
179.25062169254971,146.91385361667886,a
142.07570035553277,147.44408639444498,a
187.70153713692426,151.14502004017692,a
159.7667928053599,154.0795945758294,a
182.11607200661942,155.94858932440087,a
186.71148036342802,166.0215794642208,a
246.36041645600585,213.83420206054706,a
218.50190994665888,149.5069024406597,a
181.606888275284,166.7960668384872,a
174.40449659951696,173.57621295714625,a
189.5043839992498,145.57423807431752,a
209.1608999801591,153.57932155650462,a
208.47541392443856,153.01971925929803,a
240.61672248069962,223.73261799330714,a
249.25071243280735,200.88440771374206,a
215.28225888220814,225.58952505802483,a
224.62015488909964,210.83494510888215,a
222.1935051368449,191.30616063438015,a
288.8946074048238,223.340769432971,a
243.4575845096684,197.0333928310485,a
295.6909053785601,173.71488532085385,a
315.12600775129687,206.36226992042333,a
264.0881581300439,234.02210690315542,a
331.269506707611,253.83506016129073,a
355.4062520572986,236.07772984304302,a
328.73057912162983,238.45883407526378,a
408.0229467565669,212.22779912486055,a
404.57274067843633,286.923182529111,a
421.49363622364444,198.68484398032803,a
381.8789459556977,245.6674098303801,a
381.0173027027844,268.2606307850892,a
405.64203595769226,237.53537372790487,a
422.74931813418544,239.69181787806195,a
449.1458652820747,282.4320724816663,a
466.7963069814164,226.122952620153,a
421.38544033240925,273.3286171049904,a
459.7291319905914,270.0021815381293,a
466.3886001035742,247.94393466445104,a
496.47662044981934,269.31016631533714,a
511.923518238173,261.8362295084308,a
523.310599521673,299.6899325648838,a
503.74796834939224,335.86400332113374,a
484.4812715202887,285.7716743758077,a
530.0901370806391,261.0378795825477,a
564.2319897918983,276.7141677331275,a
542.8895739822769,288.28839495526984,a
560.7441197386038,309.2186287357026,a
575.8545656139593,302.45402197186627,a
587.176636461512,296.0075418985484,a
550.6237009179299,319.38669672571507,a
592.1931281642213,290.9630357015272,a
603.111794223652,275.5378416265936,a
618.8027533881113,282.90644923260305,a
605.1139833326883,302.6305429081269,a
594.342797812336,320.36405087437777,a
551.8000247437175,289.4314140707677,a
589.0970967304246,254.7536496306013,a
610.7040265308943,240.20870684263468,a
654.4900930318164,290.42366061867995,a
628.7973430528917,307.55756044738064,a
613.0914541613384,296.78313512679017,a
638.0632562656845,284.1795114609032,a
671.7048121070281,293.7568698341795,a
662.7156470517838,273.8526551992873,a
672.6970151177991,329.0250172877361,a
690.4503698468908,286.6040127978255,a
700.234379869266,320.42106817866915,a
675.6527030091988,293.15062988519435,a
704.2625582390043,281.83892877618405,a
640.7911294677041,260.9137100149535,a
697.1519203291807,289.4548957878093,a
624.1454548613193,292.54481971938884,a
623.2727928860986,247.59616823009014,a
620.2828552290965,286.5527996666452,a
581.2751278296545,298.57364055701373,a
536.0667238357431,291.6134450566885,a
494.826523093381,286.36825984239545,a
494.2239021070954,252.27391569738393,a
426.25857536991253,267.3647824586423,a
418.81783787608913,269.85938413615,a
438.2223257503365,270.25293402107815,a
424.12609806110095,217.23850623609889,a
421.26091085892773,287.7306941901878,a
393.7284625785772,221.88128443543246,a
373.76575827354696,201.98379393167102,a
375.0662426173103,221.17744700196056,a
379.8275465482338,175.32789004386115,a
371.09658569094785,236.3530330868167,a
345.1333011203992,172.47933772706745,a
297.61821391774276,191.38239835450463,a
329.858686541985,189.7428593400919,a
266.26403319671635,196.84397816277817,a
281.1862543321349,185.34555841272476,a
300.2477635561344,220.00569562579483,a
241.58595110341662,197.48933134263058,a
274.5500303599846,93.46862345979929,a
253.74861783546507,143.7370918893609,a
226.97310819024077,206.62978406359986,a
168.580681654704,159.706117938624,a
210.0087220158382,177.85757271423296,a
174.26634727574935,117.03091583384116,a
155.44571609311575,105.65537097566931,a
142.0735877418711,89.42988132839167,a
150.6219067839123,121.47592082973944,a
157.08646367869315,101.12466648773477,a
123.19781128105153,116.57478828655832,a
160.6217924972782,116.10249182821957,a
150.88594478824305,98.67122441723501,a
134.66794617486548,97.56563691030061,a
115.24581261097424,80.52362918675016,a
164.62013441705398,88.42062405308957,a
90.74673701961491,121.24513722959114,a
114.11687937124671,91.96609874955368,a
96.82415648787476,118.83320617066477,a
73.46553667012648,72.58988874437472,a
97.02573327463678,56.688071553346276,a
51.64939001213525,77.84382590739659,a
92.41200951784697,61.509134198032484,a
68.2704222789053,79.2248159303146,a
