x,y,z
272.76097607662604,50.61342849352093,a
263.6627779020906,65.27475236888188,a
252.88221224232154,69.8921961839323,a
206.71397050701677,93.64824634688784,a
269.16368205972856,134.4826151484541,a
239.78715646552973,165.71672558132593,a
272.1292451083873,228.12483268009873,a
249.89956021765647,249.86735326064044,a
246.2232957273296,323.23176689572534,a
324.80358339260255,350.00432535363757,a
250.4204112580604,338.11872458682967,a
307.7989483541637,364.5723355010124,a
283.23126527620775,375.99090259962736,a
288.01268237221586,404.8094019460603,a
303.72573127484964,388.6109341295221,a
268.0123682110749,389.8305100267104,a
336.6649909146048,420.1498241555963,a
303.5412748530899,475.5878662755104,a
296.9438122574063,444.6729174484574,a
359.87401524786947,436.89046077157485,a
385.27758567735066,467.26967510478676,a
350.0297669764344,452.7766077617374,a
363.6584530716275,457.06683288601414,a
338.6338157851813,461.20102812691385,a
357.62064932017637,478.5748905006335,a
397.771032838599,474.89768673140907,a
402.6386630235274,498.40178795166327,a
425.174756036201,484.7920900348456,a
382.6108400887622,506.97173611568877,a
421.03598520170846,483.7336723373359,a
397.1235857531864,431.0630730411932,a
417.2199200991337,444.99033922500496,a
410.94363320030664,508.7330883649731,a
442.7542436148136,443.31963490938836,a
421.23067443718867,485.85936570275237,a
412.83538058299797,482.1499001350597,a
424.0119832568638,459.15250318025585,a
449.3067947253238,468.0266538053436,a
432.3923714222168,450.8177877836703,a
411.52126452857215,398.49012168705576,a
411.2025253871722,443.7594174040801,a
352.7964297346322,412.2443819722063,a
382.1889187084143,457.1346405230677,a
351.5708036038817,437.51767240551146,a
306.45757940324194,449.53145733269565,a
291.7832999257104,403.84404143267096,a
319.8398907574082,417.1181197466259,a
250.9314299678436,401.0157144912224,a
239.8255436139033,387.9541918551662,a
258.647926260584,390.17375092408867,a
190.6761804349438,383.0430748995684,a
211.91541025864052,348.18365157653216,a
219.21987707978695,304.4854841103851,a
224.6558155505362,310.2977286498549,a
197.41684001969563,316.6073907550757,a
258.15112846519935,309.9113834988764,a
216.90302863047006,262.9962679264412,a
229.53358963480179,241.91647934013457,a
148.4555707489148,253.22657825727902,a
206.30868535695583,235.4897874462257,a
219.49857693642096,185.08884947162494,a
194.92728386954929,207.18630725533137,a
185.14857389955725,190.69966583418443,a
225.02183404414362,178.6094266856092,a
209.77365223329443,179.23264706381548,a
182.37681996881855,167.9136095090393,a
219.0774842544589,151.34648501086218,a
196.2216515830312,128.69235805856306,a
210.77071005043558,157.2164192798736,a
181.91208345886122,136.30056386657367,a
157.59574908543908,149.90641380934784,a
185.82843729404865,90.51627217504432,a
212.55539480440598,167.0518090895382,a
209.12603498741566,79.40556795121574,a
263.94638521557835,105.25092590787193,a
233.28480506029928,123.17196944610936,a
200.5669038681918,134.5281930059025,a
222.27615020855842,98.30209835908994,a
245.3057309127998,77.58599281894413,a
244.18061299716342,80.0720743458458,a
215.70382250258564,36.383742158000416,a
220.20957138325562,112.34196349726017,a
180.11848832463085,42.45364392017257,a
243.51168463899234,91.68430861150239,a
233.72145113378858,94.93447861098707,a
213.1631366334528,110.09132786820084,a
502.94597102158923,404.68728022389405,b
496.7492197116359,350.94765077228465,b
505.2344374397587,352.9737721782432,b
512.2331732396658,359.6301425256819,b
499.35915600072207,311.6589692257146,b
509.43649481942543,361.32623666175925,b
453.7559911179732,361.36965109324785,b
444.7683016739267,315.2072349554889,b
441.53860575144154,361.83700762667473,b
482.3613369917822,358.9399896240089,b
483.65923007077805,373.27936692728827,b
463.0640416976938,318.2108066367834,b
449.32567031524417,347.9265783620208,b
447.3295555077728,305.5969045571735,b
435.61884242191087,355.1626563302193,b
435.4552622248788,387.03102753996706,b
409.86341514744277,322.8760727973154,b
413.15804735877356,396.0786766896027,b
415.45278899899296,336.937570961666,b
425.9606982109551,361.00413371475304,b
348.56371377794494,383.2892107951834,b
406.91786447883106,332.7073452215335,b
367.74744168452804,336.3089606176931,b
387.77586128338595,351.17784280146054,b
426.786786310659,361.6370843983525,b
361.85373897204465,319.38130816820535,b
345.53715677258964,359.08778662106323,b
358.92969275280626,418.9934667308276,b
383.2260204169617,379.7234547030681,b
372.0940665979497,332.0247164556811,b
345.6177486258295,356.28996879998124,b
358.2874228640075,377.4254782823526,b
343.63180515720705,353.2816428231399,b
366.73546938091465,352.50071929255256,b
345.8373877807099,365.03936287570343,b
340.15189075570174,384.1666168669785,b
327.50941153582977,375.1590043916033,b
323.46088375984885,354.6496185054094,b
343.687286226725,381.52221840679795,b
363.64346766416145,353.5615573678693,b
280.7440800707456,308.53055691615157,b
324.74870608863426,322.7246588894206,b
312.9265428237868,365.79988215547917,b
308.87225572177334,327.9581135742834,b
294.8830432025855,342.9992374865909,b
315.95973812393834,303.7936349102363,b
361.96817227060706,300.1257197167531,b
324.04989355601145,273.6583769000272,b
308.51054928437264,277.9086030523559,b
302.3606252287088,277.97913111892456,b
344.19709923903224,274.24388404441163,b
359.4922800560475,276.069653706453,b
306.31668405759285,256.5074894397467,b
379.5914313820288,260.9935677083808,b
307.5235535094612,244.9789295511894,b
379.56761367989236,239.37410944299484,b
360.9429689145929,211.88978291519481,b
366.24795619289955,194.14018853216237,b
331.6738049413723,207.91780093578325,b
320.37305126288896,203.7847769247349,b
331.41774796305054,200.38576468576463,b
334.5309457817392,118.72360160390036,b
330.2043855694467,121.73446878624799,b
373.63419192062645,121.83666525827022,b
343.90663738173566,182.62487918067518,b
358.09843288535603,162.83211290488953,b
338.48077364967105,87.23590680019669,b
322.56051048592155,106.95446916555807,b
296.97926619540624,82.91943598693393,b
304.63346565214783,104.28021487111948,b
316.6292437975267,79.05025395376845,b
311.42648283890935,107.60627925646713,b
288.1058031659573,70.66637404211883,b
325.2594027205629,79.17429962740027,b
329.49542324706374,101.4320130154656,b
313.9552507821262,91.19734135380799,b
281.35737560218854,65.56786697717234,b
353.901968141287,110.165414596348,b
362.2589499599373,89.74037625307557,b
340.61304130925424,106.44578257962729,b
302.09266895960764,77.18798764027372,b
304.9943009543366,120.31546263761709,b
